round	value	daily_double	category	comments	answer	question	air_date	notes\
3	0	no	THE 7 WONDERS OF THE ANCIENT WORLD	-	The smallest Ancient Wonder, it was the only one ever moved, having been transported to Constantinople around 391 A.D.	the Statue of Zeus at Olympia	2011-02-24	2011 Teen Tournament semifinal game 1.\
1	200	no	U.S. GEOGRAPHY	-	The Potomac River feeds into this large bay	the Chesapeake	2011-02-25	2011 Teen Tournament semifinal game 2.\
1	400	no	U.S. GEOGRAPHY	-	On Aug. 12, 1901 the first auto reached the summit of this "peak" near Colorado Springs, Colorado	Pikes Peak	2011-02-25	2011 Teen Tournament semifinal game 2.\
1	600	no	U.S. GEOGRAPHY	-	This river's delta covers 13,000 square miles, about 1/4 of Louisiana's area	the Mississippi	2011-02-25	2011 Teen Tournament semifinal game 2.\
1	800	no	U.S. GEOGRAPHY	-	In 1847 the Michigan legislature chose this city to succeed Detroit as state capital	Lansing	2011-02-25	2011 Teen Tournament semifinal game 2.\
1	1000	no	U.S. GEOGRAPHY	-	Vineyard Sound separates Martha's Vineyard from the southernmost part of this cape	Cape Cod	2011-02-25	2011 Teen Tournament semifinal game 2.\
1	200	no	CURRENT MUSIC	-	B.o.B. & Hayley Williams recorded a duet about these "in the night sky like shooting stars\\"	airplanes	2011-02-25	2011 Teen Tournament semifinal game 2.\
1	400	no	CURRENT MUSIC	-	\\"Brand New Eyes" is from this band in the "Misery Business\\"	Paramore	2011-02-25	2011 Teen Tournament semifinal game 2.\
1	600	no	CURRENT MUSIC	-	This celebrity kid wasn't weeping when she hit the charts with "Whip My Hair\\"	Willow Smith	2011-02-25	2011 Teen Tournament semifinal game 2.\
1	800	no	CURRENT MUSIC	-	You may well be cooler than this "Cooler Than Me" hitmaker; he graduated from Duke with a GPA of 3.6	Mike Posner	2011-02-25	2011 Teen Tournament semifinal game 2.\
1	1000	no	CURRENT MUSIC	-	This Killers frontman slew fans all by himself with his 2010 solo album "Flamingo\\"	(Brandon) Flowers	2011-02-25	2011 Teen Tournament semifinal game 2.\
1	200	no	A WORLD OF FOOD	-	Steak au poivre is steak that's been covered with coarsely ground this (poivre in French) before cooking	pepper	2011-02-25	2011 Teen Tournament semifinal game 2.\
1	400	no	A WORLD OF FOOD	-	Meaning "stuffed", it follows "chiles" in the name of a Mexican dish	rellenos	2011-02-25	2011 Teen Tournament semifinal game 2.\
1	600	no	A WORLD OF FOOD	-	Traditionally, the Greek favorite dolmathes yalantzi are stuffed these leaves	grape	2011-02-25	2011 Teen Tournament semifinal game 2.\
1	800	no	A WORLD OF FOOD	-	Tahini, the "butter of the Middle East", is a paste made from these seeds, an excellent source of iron & calcium	sesame seeds	2011-02-25	2011 Teen Tournament semifinal game 2.\
1	1000	no	A WORLD OF FOOD	-	Apple is probably the most famous type of this pastry, whose name is German for "whirlpool\\"	strudel	2011-02-25	2011 Teen Tournament semifinal game 2.\
1	200	no	HOLIDAY FILL IN THE BLANK	-	The first Monday in September: ____ Day	Labor	2011-02-25	2011 Teen Tournament semifinal game 2.\
1	400	no	HOLIDAY FILL IN THE BLANK	-	Bastille Day: ____ 14	July	2011-02-25	2011 Teen Tournament semifinal game 2.\
1	600	no	HOLIDAY FILL IN THE BLANK	-	December 26 to January 1, since 1966: ____	Kwanzaa	2011-02-25	2011 Teen Tournament semifinal game 2.\
1	800	no	HOLIDAY FILL IN THE BLANK	-	November 30, in Scotland: St. ____'s Day	Andrew	2011-02-25	2011 Teen Tournament semifinal game 2.\
1	1000	no	HOLIDAY FILL IN THE BLANK	-	A few days before Easter: Maundy ____	Thursday	2011-02-25	2011 Teen Tournament semifinal game 2.\
1	200	no	CASTLES	-	The Scottish national war memorial is found in the castle bearing the name of this capital city	Edinburgh Castle	2011-02-25	2011 Teen Tournament semifinal game 2.\
1	600	no	CASTLES	-	Once home to the Knights of the Sword, Riga Castle is today the official residence of the president of this Baltic country	Latvia	2011-02-25	2011 Teen Tournament semifinal game 2.\
1	1000	yes	CASTLES	-	Now a national monument, the Alhambra in this European country was begun by Moorish rulers around 1238	Spain	2011-02-25	2011 Teen Tournament semifinal game 2.\
1	1000	no	CASTLES	-	Balmoral Castle is this present monarch's summer home	Queen Elizabeth II (of Great Britain)	2011-02-25	2011 Teen Tournament semifinal game 2.\
1	200	no	WORD "PLAY\\"	-	A recreation area containing seesaws & swings	a playground	2011-02-25	2011 Teen Tournament semifinal game 2.\
1	400	no	WORD "PLAY\\"	-	A game or series of games to decide a championship	a playoff	2011-02-25	2011 Teen Tournament semifinal game 2.\
1	600	no	WORD "PLAY\\"	-	A radio station's music catalog	the playlist	2011-02-25	2011 Teen Tournament semifinal game 2.\
1	800	no	WORD "PLAY\\"	-	No plan--we're just doing this, a phrase that originated with musicians who don't use sheet music	play it by ear	2011-02-25	2011 Teen Tournament semifinal game 2.\
1	1000	no	WORD "PLAY\\"	-	The reproduction of a sound after it's been recorded	playback	2011-02-25	2011 Teen Tournament semifinal game 2.\
2	400	no	THE RHINOCEROS	-	The African & Sumatran species of rhino have 2 of these on their heads; the Indian & Javan species have only one	horns	2011-02-25	2011 Teen Tournament semifinal game 2.\
2	800	no	THE RHINOCEROS	-	Weighing up to 8,000 pounds, rhinos are the second-largest land animals, second only to these	elephants	2011-02-25	2011 Teen Tournament semifinal game 2.\
2	1200	no	THE RHINOCEROS	-	They're the 2 opposite colors used to name the 2 species of African rhinoceros	black & white	2011-02-25	2011 Teen Tournament semifinal game 2.\
2	1600	no	THE RHINOCEROS	-	With their numbers dropping sharply in recent years, the rhino is on this "list" that tracks animals near extinction	the Endangered Species List	2011-02-25	2011 Teen Tournament semifinal game 2.\
2	2000	no	THE RHINOCEROS	-	A sanctuary for Asian rhinos, the Royal Chitwan National Park is found in this small Himalayan nation	Nepal	2011-02-25	2011 Teen Tournament semifinal game 2.\
2	400	no	TV	-	Not a big stretch--he plays Charlie on "Two and a Half Men\\"	Charlie Sheen	2011-02-25	2011 Teen Tournament semifinal game 2.\
2	800	no	TV	-	Kaley Cuoco plays Sheldon & Leonard's cute neighbor Penny on this sitcom	The Big Bang Theory	2011-02-25	2011 Teen Tournament semifinal game 2.\
2	1200	no	TV	-	This actor plays Dan Humphrey, one of the not-so-privileged teenagers on "Gossip Girl\\"	Penn Badgley	2011-02-25	2011 Teen Tournament semifinal game 2.\
2	1600	no	TV	-	We learned of the ritual "GTL" (gym, tan, laundry) from this MTV series	Jersey Shore	2011-02-25	2011 Teen Tournament semifinal game 2.\
2	2000	no	TV	-	\\"Web Redemptions" are a feature of this Internet-based Comedy Central show hosted by comedian Daniel	Tosh.0	2011-02-25	2011 Teen Tournament semifinal game 2.\
2	400	no	THE MIDTERMS (ELECTIONS, THAT IS)	-	Many Democratic chairmen of these, like Ike Skelton of Armed Services, lost not only their chairs but their seats	committees	2011-02-25	2011 Teen Tournament semifinal game 2.\
2	800	no	THE MIDTERMS (ELECTIONS, THAT IS)	-	Last name of newly elected Kentucky Senator Rand; he'll join his dad, Texas Congressman Ron, in Washington	Paul	2011-02-25	2011 Teen Tournament semifinal game 2.\
2	1200	no	THE MIDTERMS (ELECTIONS, THAT IS)	-	83% in Arkansas voted to make the right to do this part of the state Constitution--ducks & elk didn't have a vote	hunt	2011-02-25	2011 Teen Tournament semifinal game 2.\
2	1600	no	THE MIDTERMS (ELECTIONS, THAT IS)	-	This former Hewlett-Packard CEO challenged Barbara Boxer for a California Senate seat--byeCarly	Fiorina	2011-02-25	2011 Teen Tournament semifinal game 2.\
2	2000	no	THE MIDTERMS (ELECTIONS, THAT IS)	-	Elected senator from Florida, this son of Cuban exiles has been called a rising conservative political star	(Marco) Rubio	2011-02-25	2011 Teen Tournament semifinal game 2.\
2	400	no	LITERARY GENRES	-	This type of being precedes "Godmother" as well as "Tale\\"	fairy	2011-02-25	2011 Teen Tournament semifinal game 2.\
2	800	no	LITERARY GENRES	-	You probably have some Y.A. fiction on your bookshelf, Y.A. standing for this	young adult	2011-02-25	2011 Teen Tournament semifinal game 2.\
2	1200	no	LITERARY GENRES	-	Mark Twain said this book of his couldn't be published until 100 years after his death; in 2010 it was a bestseller	an autobiography	2011-02-25	2011 Teen Tournament semifinal game 2.\
2	1600	no	LITERARY GENRES	-	A short novel; it's Italian for a story or message	a novella	2011-02-25	2011 Teen Tournament semifinal game 2.\
2	2200	yes	LITERARY GENRES	-	This word can mean a short prose narrative as well as a preliminary drawing	a sketch	2011-02-25	2011 Teen Tournament semifinal game 2.\
2	800	no	GEOMETRY	-	A pentadecagon is a polygon with this many sides	15	2011-02-25	2011 Teen Tournament semifinal game 2.\
2	3000	yes	GEOMETRY	-	This figure, a quadrilateral with just 1 pair of parallel sides, shares its name with a wrist bone	a trapezoid	2011-02-25	2011 Teen Tournament semifinal game 2.\
2	400	no	PALINDROMES	(Alex: Words or phrases that are the same comin' & goin'.)	She's first mentioned by name in Genesis 3:20	Eve	2011-02-25	2011 Teen Tournament semifinal game 2.\
2	800	no	PALINDROMES	(Alex: Words or phrases that are the same comin' & goin'.)	You probably know "Madam, I'm Adam"; what about "Sir, I'm" her?	Iris	2011-02-25	2011 Teen Tournament semifinal game 2.\
2	1200	no	PALINDROMES	(Alex: Words or phrases that are the same comin' & goin'.)	Completes the palindrome "Lonely" this pain reliever	Tylenol	2011-02-25	2011 Teen Tournament semifinal game 2.\
2	1600	no	PALINDROMES	(Alex: Words or phrases that are the same comin' & goin'.)	\\"Did Hannah see" these stinging insects?  "Hannah did\\"	bees	2011-02-25	2011 Teen Tournament semifinal game 2.\
2	2000	no	PALINDROMES	(Alex: Words or phrases that are the same comin' & goin'.)	\\"Do" these "see God?\\"	geese	2011-02-25	2011 Teen Tournament semifinal game 2.\
3	0	no	GEOGRAPHIC TERMS	-	This area that includes several countries got its name because the colonizers spoke Spanish, French & Portuguese	Latin America	2011-02-25	2011 Teen Tournament semifinal game 2.\
1	200	no	OUT WEST	-	From his time as a hunter of them in the Old West, it was the animal in the nickname of William F. Cody	a buffalo	2011-02-28	2011 Teen Tournament semifinal game 3.\
1	400	no	OUT WEST	-	Famous for their yell, these Indians would attack during the full moon in August or September	the Comanche	2011-02-28	2011 Teen Tournament semifinal game 3.\
1	600	no	OUT WEST	-	Starting around 1830, thousands of pioneers came west on this trail that bears the name of a West Coast state	the Oregon Trail	2011-02-28	2011 Teen Tournament semifinal game 3.\
1	800	no	OUT WEST	-	In 1851 James Savage became the first white man to enter this Calif. valley, now the site of a national park	Yosemite	2011-02-28	2011 Teen Tournament semifinal game 3.\
1	200	no	ATHLETES	-	University of Michigan QB Denard Robinson, who runs a 10.4 100 meters, is known for never tying these	his shoes	2011-02-28	2011 Teen Tournament semifinal game 3.\
1	400	no	ATHLETES	-	In 2008 gymnast Shawn Johnson kept her equilibrium & got Olympic gold in this event	the balance beam	2011-02-28	2011 Teen Tournament semifinal game 3.\
1	600	no	ATHLETES	-	Tennis star Andy Roddick didn't make the Sports Illustrated cover in 2010, but this model wife of his did	Brooklyn Decker	2011-02-28	2011 Teen Tournament semifinal game 3.\
1	800	no	ATHLETES	-	Abby Wambach is the offensive powerhouse on the USA's national team in this sport	Women's soccer	2011-02-28	2011 Teen Tournament semifinal game 3.\
1	1000	no	ATHLETES	-	Anastasia Davydova & Anastasia Ermakova are one of the greatest ever duos in this aquatic event	synchronized swimming	2011-02-28	2011 Teen Tournament semifinal game 3.\
1	200	no	AMERICAN LITERATURE	-	\\"The Deerslayer" was the last written, but first chronologically, of his "Leatherstocking Tales\\"	James Fenimore Cooper	2011-02-28	2011 Teen Tournament semifinal game 3.\
1	400	no	AMERICAN LITERATURE	-	In this J.D. Salinger novel, the main character asks a cab driver where the Central Park ducks go in the winter	The Catcher in the Rye	2011-02-28	2011 Teen Tournament semifinal game 3.\
1	600	no	AMERICAN LITERATURE	-	In this Hemingway story, a fisherman named Santiago was once an arm wrestler known as "El Campeon\\"	The Old Man and the Sea	2011-02-28	2011 Teen Tournament semifinal game 3.\
1	800	no	AMERICAN LITERATURE	-	His 1988 book "A Different Kind of Christmas" was based on a story outline for the TV film "Roots: The Gift\\"	Alex Haley	2011-02-28	2011 Teen Tournament semifinal game 3.\
1	1000	no	AMERICAN LITERATURE	-	The manuscript for "Billy Budd" was found among his papers & published in 1924, 33 years after his death	Herman Melville	2011-02-28	2011 Teen Tournament semifinal game 3.\
1	200	no	THE ENVIRONMENT	-	It's illegal in the European Union to manufacture energy-gobbling 100-watt incandescent these	lightbulbs	2011-02-28	2011 Teen Tournament semifinal game 3.\
1	400	no	THE ENVIRONMENT	-	This gas whose molecules have 3 oxygen atoms is a pollutant close to Earth, a protector higher up	ozone	2011-02-28	2011 Teen Tournament semifinal game 3.\
1	800	no	THE ENVIRONMENT	-	This word means catching an unsustainably high number of tuna & cod	overfishing	2011-02-28	2011 Teen Tournament semifinal game 3.\
1	1000	no	THE ENVIRONMENT	-	The EPA declared a public health emergency at the mining town of Libby, Montana due to fibers of this	asbestos	2011-02-28	2011 Teen Tournament semifinal game 3.\
1	200	no	PLEDGES & OATHS	-	On enlisting in the U.S. Army, a soldier swears to defend this document "against all enemies, foreign and domestic\\"	the U.S. Constitution	2011-02-28	2011 Teen Tournament semifinal game 3.\
1	400	no	PLEDGES & OATHS	-	These people led by Genghis Khan swore a blood-sealed oath called the Anda	the Mongols	2011-02-28	2011 Teen Tournament semifinal game 3.\
1	1300	yes	PLEDGES & OATHS	-	The pledge written for this kids' sporting organization ends, "Win or lose I will always do my best\\"	Little League Baseball	2011-02-28	2011 Teen Tournament semifinal game 3.\
1	800	no	PLEDGES & OATHS	-	From the 16th to the 19th century, British office holders had to swear that they were members of this church	the Anglican Church	2011-02-28	2011 Teen Tournament semifinal game 3.\
1	1000	no	PLEDGES & OATHS	-	Its traditional version states, "I will apply dietetic measures for the benefit of the sick\\"	the Hippocratic Oath	2011-02-28	2011 Teen Tournament semifinal game 3.\
1	200	no	A SHORT SPELL	(Alex: Each correct response will be a short word that you have to spell.)	\\"Jesus loves me" is this, a sacred song (4 letters)	H-Y-M-N	2011-02-28	2011 Teen Tournament semifinal game 3.\
1	400	no	A SHORT SPELL	(Alex: Each correct response will be a short word that you have to spell.)	A section of ice, flatter than a berg, that breaks off from a pack (4 letters)	F-L-O-E	2011-02-28	2011 Teen Tournament semifinal game 3.\
1	600	no	A SHORT SPELL	(Alex: Each correct response will be a short word that you have to spell.)	Dreadful; it comes before "consequences", & also means "to say" in French (4 letters)	D-I-R-E	2011-02-28	2011 Teen Tournament semifinal game 3.\
1	800	no	A SHORT SPELL	(Alex: Each correct response will be a short word that you have to spell.)	Before, in olden days, it meant before (3 letters)	E-R-E	2011-02-28	2011 Teen Tournament semifinal game 3.\
1	1000	no	A SHORT SPELL	(Alex: Each correct response will be a short word that you have to spell.)	You turn wood to shape it on this machine (5 letters)	L-A-T-H-E	2011-02-28	2011 Teen Tournament semifinal game 3.\
2	400	no	DRAMA CLUB TRYOUTS	-	\\"Be Our Guest" & come audition for the lead role of Belle in this musical	Beauty and the Beast	2011-02-28	2011 Teen Tournament semifinal game 3.\
2	800	no	DRAMA CLUB TRYOUTS	-	Win the role of Elphaba in this musical & your friends will be green with envy	Wicked	2011-02-28	2011 Teen Tournament semifinal game 3.\
2	1200	no	DRAMA CLUB TRYOUTS	-	Looking for over-achievers to play Chip, Schwarzy, Coneybear & Barfee in "the 25th Annual Putnam County" this	Spelling Bee	2011-02-28	2011 Teen Tournament semifinal game 3.\
2	1600	no	DRAMA CLUB TRYOUTS	-	Don't bother auditioning to play the title character in this 1952 Beckett play; he's a no-show	Waiting for Godot	2011-02-28	2011 Teen Tournament semifinal game 3.\
2	2000	no	DRAMA CLUB TRYOUTS	-	It's Salem, 1692 & we're having a witch hunt to cast John & Elizabeth Proctor & Abigail Williams in this Arthur Miller play	The Crucible	2011-02-28	2011 Teen Tournament semifinal game 3.\
2	400	no	TV SHOW BY CAST	-	Blair Brown, Joshua Jackson	Fringe	2011-02-28	2011 Teen Tournament semifinal game 3.\
2	800	no	TV SHOW BY CAST	-	Jennette McCurdy, Nathan Kress	iCarly	2011-02-28	2011 Teen Tournament semifinal game 3.\
2	1200	no	TV SHOW BY CAST	-	Tom Welling, Erica Durance	Smallville	2011-02-28	2011 Teen Tournament semifinal game 3.\
2	1600	no	TV SHOW BY CAST	-	Jensen Ackles, Jared Padalecki	Supernatural	2011-02-28	2011 Teen Tournament semifinal game 3.\
